"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 00:00","2021","04","01","00:00","0.0","","-2.6","","83","","0.0","","1","","28","","16.1","","99.74","","","","-6","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 01:00","2021","04","01","01:00","-0.8","","-2.1","","91","","0.0","","1","","28","","4.8","","99.79","","","","-7","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 02:00","2021","04","01","02:00","-1.0","","-3.7","","82","","0.0","","36","","34","","12.9","","99.78","","","","-8","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 03:00","2021","04","01","03:00","-1.5","","-3.4","","87","","0.0","","34","","26","","16.1","","99.78","","","","-8","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 04:00","2021","04","01","04:00","-1.8","","-5.3","","77","","0.0","","35","","18","","16.1","","99.77","","","","-7","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 05:00","2021","04","01","05:00","-1.9","","-3.5","","89","","0.0","","33","","22","","16.1","","99.80","","","","-8","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 06:00","2021","04","01","06:00","-2.6","","-4.9","","85","","0.0","","35","","32","","16.1","","99.85","","","","-10","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 07:00","2021","04","01","07:00","-3.3","","-4.4","","92","","0.0","","36","","22","","2.0","","99.92","","","","-10","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 08:00","2021","04","01","08:00","-3.1","","-7.9","","70","","0.0","","34","","32","","16.1","","99.98","","","","-11","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 09:00","2021","04","01","09:00","-2.7","","-8.6","","64","","0.0","","35","","30","","16.1","","100.03","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 10:00","2021","04","01","10:00","-2.8","","-9.2","","61","","0.0","","35","","30","","16.1","","100.10","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 11:00","2021","04","01","11:00","-1.7","","-8.1","","62","","0.0","","32","","35","","16.1","","100.13","","","","-9","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 12:00","2021","04","01","12:00","-2.5","","-3.9","","90","","0.0","","33","","30","","1.6","","100.16","","","","-10","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 13:00","2021","04","01","13:00","-1.9","","-4.6","","82","","0.0","","35","","45","","9.7","","100.21","","","","-10","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 14:00","2021","04","01","14:00","-1.3","","-6.0","","71","","0.0","","35","","39","","16.1","","100.27","","","","-9","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 15:00","2021","04","01","15:00","-2.4","","-7.9","","66","","0.0","","35","","41","","16.1","","100.33","","","","-11","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 16:00","2021","04","01","16:00","-2.8","","-7.7","","69","","0.0","","34","","37","","16.1","","100.34","","","","-11","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 17:00","2021","04","01","17:00","-2.7","","-6.9","","73","","0.0","","36","","30","","16.1","","100.39","","","","-10","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 18:00","2021","04","01","18:00","-3.0","","-7.8","","70","","0.0","","35","","34","","16.1","","100.43","","","","-11","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 19:00","2021","04","01","19:00","-3.2","","-8.7","","66","","0.0","","36","","34","","16.1","","100.48","","","","-11","","Snow"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 20:00","2021","04","01","20:00","-3.1","","-8.9","","65","","0.0","","36","","32","","16.1","","100.54","","","","-11","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 21:00","2021","04","01","21:00","-3.5","","-8.8","","67","","0.0","","35","","22","","16.1","","100.58","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 22:00","2021","04","01","22:00","-4.3","","-9.0","","70","","0.0","","34","","17","","16.1","","100.59","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-01 23:00","2021","04","01","23:00","-4.4","","-9.6","","67","","0.0","","32","","15","","16.1","","100.57","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 00:00","2021","04","02","00:00","-4.9","","-9.4","","71","","0.0","","32","","15","","16.1","","100.58","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 01:00","2021","04","02","01:00","-4.3","","-9.7","","66","","0.0","","33","","15","","16.1","","100.60","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 02:00","2021","04","02","02:00","-4.8","","-9.9","","68","","0.0","","33","","15","","16.1","","100.59","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 03:00","2021","04","02","03:00","-4.0","","-9.7","","65","","0.0","","33","","18","","16.1","","100.60","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 04:00","2021","04","02","04:00","-4.2","","-9.5","","67","","0.0","","33","","21","","16.1","","100.64","","","","-11","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 05:00","2021","04","02","05:00","-4.4","","-9.5","","68","","0.0","","33","","21","","16.1","","100.69","","","","-11","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 06:00","2021","04","02","06:00","-4.4","","-9.6","","68","","0.0","","33","","17","","16.1","","100.74","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 07:00","2021","04","02","07:00","-4.3","","-9.1","","69","","0.0","","32","","15","","16.1","","100.80","","","","-10","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 08:00","2021","04","02","08:00","-2.0","","-7.4","","67","","0.0","","1","","13","","16.1","","100.86","","","","-6","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 09:00","2021","04","02","09:00","-0.5","","-6.1","","66","","0.0","","1","","17","","16.1","","100.91","","","","-5","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 10:00","2021","04","02","10:00","0.5","","-5.7","","63","","0.0","","36","","11","","16.1","","100.92","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 11:00","2021","04","02","11:00","2.6","","-8.0","","46","","0.0","","1","","22","","16.1","","100.92","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 12:00","2021","04","02","12:00","4.2","","-8.9","","38","","0.0","","36","","28","","16.1","","100.86","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 13:00","2021","04","02","13:00","3.8","","-8.8","","40","","0.0","","34","","18","","16.1","","100.79","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 14:00","2021","04","02","14:00","4.7","","-9.2","","36","","0.0","","34","","26","","16.1","","100.74","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 15:00","2021","04","02","15:00","4.3","","-8.4","","39","","0.0","","30","","11","","16.1","","100.65","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 16:00","2021","04","02","16:00","5.3","","-7.6","","39","","0.0","","29","","17","","16.1","","100.63","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 17:00","2021","04","02","17:00","5.3","","-8.5","","36","","0.0","","28","","21","","16.1","","100.59","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 18:00","2021","04","02","18:00","4.9","","-8.9","","36","","0.0","","31","","18","","16.1","","100.58","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 19:00","2021","04","02","19:00","2.0","","-7.6","","49","","0.0","","26","","5","","16.1","","100.57","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 20:00","2021","04","02","20:00","-1.5","","-5.8","","73","","0.0","","23","","13","","16.1","","100.58","","","","-6","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 21:00","2021","04","02","21:00","-2.1","","-5.6","","77","","0.0","","24","","8","","16.1","","100.58","","","","-5","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 22:00","2021","04","02","22:00","-1.6","","-5.2","","77","","0.0","","","","0","","16.1","","100.55","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-02 23:00","2021","04","02","23:00","-1.3","","-5.4","","74","","0.0","","16","","4","","16.1","","100.51","","","","-3","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 00:00","2021","04","03","00:00","-2.8","","-5.5","","82","","0.0","","22","","8","","16.1","","100.49","","","","-6","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 01:00","2021","04","03","01:00","-1.8","","-5.5","","76","","0.0","","21","","9","","16.1","","100.47","","","","-5","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 02:00","2021","04","03","02:00","-1.4","","-4.6","","79","","0.0","","21","","15","","16.1","","100.44","","","","-6","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 03:00","2021","04","03","03:00","-1.7","","-4.1","","84","","0.0","","21","","13","","16.1","","100.43","","","","-6","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 04:00","2021","04","03","04:00","-1.1","","-3.5","","84","","0.0","","21","","13","","16.1","","100.42","","","","-5","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 05:00","2021","04","03","05:00","-0.9","","-3.3","","84","","0.0","","21","","13","","16.1","","100.42","","","","-5","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 06:00","2021","04","03","06:00","-0.4","","-2.8","","84","","0.0","","21","","15","","16.1","","100.40","","","","-5","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 07:00","2021","04","03","07:00","2.2","","-0.7","","81","","0.0","","21","","17","","16.1","","100.40","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 08:00","2021","04","03","08:00","3.5","","-0.4","","76","","0.0","","21","","22","","16.1","","100.35","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 09:00","2021","04","03","09:00","4.8","","-2.3","","60","","0.0","","22","","35","","16.1","","100.29","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 10:00","2021","04","03","10:00","6.3","","-2.4","","54","","0.0","","21","","39","","16.1","","100.22","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 11:00","2021","04","03","11:00","5.9","","-2.6","","54","","0.0","","21","","37","","16.1","","100.11","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 12:00","2021","04","03","12:00","8.0","","-2.6","","47","","0.0","","20","","41","","16.1","","99.97","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 13:00","2021","04","03","13:00","9.0","","-2.3","","45","","0.0","","20","","39","","16.1","","99.89","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 14:00","2021","04","03","14:00","10.2","","-1.6","","44","","0.0","","21","","35","","16.1","","99.79","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 15:00","2021","04","03","15:00","9.9","","-1.1","","46","","0.0","","20","","37","","16.1","","99.65","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 16:00","2021","04","03","16:00","10.0","","-0.5","","48","","0.0","","21","","35","","16.1","","99.49","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 17:00","2021","04","03","17:00","11.2","","0.2","","47","","0.0","","23","","26","","16.1","","99.47","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 18:00","2021","04","03","18:00","11.6","","1.0","","48","","0.0","","22","","24","","16.1","","99.46","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 19:00","2021","04","03","19:00","8.9","","1.2","","58","","0.0","","23","","17","","16.1","","99.47","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 20:00","2021","04","03","20:00","8.0","","1.2","","62","","0.0","","23","","18","","16.1","","99.49","","","","","","NA"
"-82.08","42.31","CHATHAM KENT","6131414","2021-04-03 21:00","2021","04","03","21:00","7.3","","1.9","","68","","0.0","","23","","17","","16.1","","99.53","","","","","","NA"
