Timestamp,X1,X2,X3,X4,X5,X6,X7,X8,Anomaly_Tag
1429,0.66004,3.4264,199.49,232.21,0.44146,1.0733,8.0086,2.8102,1
1430,0.66135,3.3893,195.27,226.96,0.56353,1.2744,7.8994,2.7777,1
1433,0.6581,3.248,182.26,211.08,0.63664,1.2805,7.5527,2.7211,1
1435,0.65598,3.1409,175.46,202.15,0.64227,1.25,6.7635,2.6929,1
1436,0.65376,3.073,171.9,196.54,0.57575,1.1661,6.6218,2.7195,1
1437,0.65467,3.0348,168.65,191.17,0.5864699999999999,1.2372,6.694,2.8514,1
1441,0.65022,2.9,154.08,171.72,0.59843,1.2752,7.0633,2.9033,1
1444,0.64362,2.8004,145.08,157.2,0.47012,1.1108,6.8299,2.5974,1
1446,0.64217,2.7134,135.38,147.27,0.51486,1.1918,6.2091,2.4514,1
1447,0.65373,2.6892,130.28,142.52,0.7670899999999999,1.5144,5.9716,2.3381,1
1449,0.6681,2.5968,120.02,133.37,1.1155,1.9042,6.446000000000001,2.3538,1
1450,0.66217,2.5601,115.93,129.45,1.0928,1.86,6.9185,2.4455,1
1451,0.6582100000000001,2.5157,112.2,124.93,1.1008,1.8242,7.0602,2.3806,1
1452,0.65627,2.4745,109.15,120.32,1.0693,1.7768,7.3779,2.4814,1
1453,0.65486,2.4388,105.64,116.0,0.8021,1.4735,7.5888,2.7024,1
1455,0.65196,2.3414,97.62,105.43,0.43288000000000004,1.0418,7.4275,2.8528,1
1456,0.65041,2.2845,93.992,101.36,0.43566000000000005,1.1017,7.1632,2.8214,1
1457,0.64927,2.2511,91.098,98.01899999999999,0.42451000000000005,1.1636,7.1231,3.0232,1
1458,0.6511399999999999,2.2094,87.723,93.68700000000001,0.44187,1.1824,7.1598,3.048,1
1460,0.64953,2.1137,82.118,86.171,0.4652,1.1808,7.2102,2.9927,1
1464,0.63334,1.8994,57.723,60.493,0.64736,1.2676,7.3152,2.6676,1
1465,0.62867,1.8375,53.595,56.718999999999994,0.6413800000000001,1.2873,7.3758,2.7127,1
1466,0.62674,1.7746,49.503,53.552,0.65008,1.2971,7.4263,2.6915,1
1467,0.6252300000000001,1.7203,46.135,50.387,0.56019,1.1761,7.4375,2.6667,1
1470,0.64023,1.6384,35.021,38.854,0.93304,1.9793,7.162000000000001,2.6818,1
1475,0.69487,1.5515,21.156999999999996,21.588,1.7549,3.7548,8.5339,2.67,1
1479,0.7306199999999999,1.534,13.218,10.366,1.3018,2.7199,7.5238,2.585,1
1482,0.7310399999999999,1.4755,9.0908,4.7722,1.2935,2.5556,7.9928,2.4819,1
1483,0.72737,1.4655,8.5452,4.1009,0.77146,1.6562,8.1429,2.5525,1
1487,0.7236899999999999,1.4528,7.4709,2.8995,0.55586,1.3146,7.9531,2.7122,1
1489,0.72264,1.4542,7.3715,2.6887,0.45063000000000003,1.1906,8.1887,2.8722,1
1490,0.72431,1.4567,7.3657,2.6694,0.46175,1.2263,8.4252,2.946,1
1491,0.7248,1.4587,7.3727,2.668,0.46695,1.2554,8.5073,3.0201,1
1492,0.72248,1.459,7.3736,2.6427,0.4629,1.2507,8.4877,2.9329,1
1495,0.7218,1.4645,7.4579,2.638,0.6228899999999999,1.4421,9.133,2.6899,1
1496,0.71058,1.4497,7.4821,2.6433,0.60952,1.3857,9.1714,2.6731,1
1497,0.70582,1.4445,7.4992,2.6487,0.5885699999999999,1.3071,9.2423,2.6899,1
1502,0.70148,1.4446,7.6376,2.6651,0.39734,0.9042100000000001,10.059,3.0257,1
1505,0.6984899999999999,1.442,7.6537,2.674,0.47208999999999995,0.9538200000000001,8.2347,2.7569999999999997,1
1506,0.6977899999999999,1.4436,7.6536,2.6721,0.48421000000000003,0.99765,7.8568,2.6746,1
1507,0.69892,1.4494,7.6495,2.6687,0.50675,1.1066,7.3813,2.6195,1
1508,0.70027,1.4538,7.6478,2.6663,0.5379999999999999,1.1885,7.1587,2.5405,1
1513,0.71327,1.5119,7.9663,2.7379,0.65813,2.1081,14.132,3.9713,1
1516,0.77958,1.7516,9.0925,2.9021,1.9735,6.7564,36.903,7.0064,1
1517,0.78223,1.7662,9.3893,2.9785,1.9445,6.8302,42.711000000000006,8.4346,1
1518,0.78471,1.7896,9.6659,3.0541,1.9314,7.0393,45.943000000000005,9.477,1
1520,0.78737,1.8428,10.288,3.2823,1.5462,6.4616,48.898999999999994,12.82,1
1521,0.78994,1.8643,10.763,3.4338,0.89259,4.2395,46.917,14.713,1
1524,0.8003600000000001,1.9709999999999999,12.511,4.2028,0.8491200000000001,4.7467,64.833,25.883000000000003,1
1525,0.8008,2.013,13.13,4.5491,0.79542,4.9107,72.91199999999999,30.725,1
1528,0.81302,2.0986,14.911,5.1398,0.8299700000000001,5.0898,80.039,32.766999999999996,1
1531,0.81626,2.106,15.071,5.1921,0.75349,2.8333,46.54,15.674000000000001,1
1534,0.80718,2.0976,15.26,5.3476,0.65786,1.5030000000000001,14.964,6.7948,1
1536,0.8270799999999999,2.1366,15.28,5.3633,1.0277,2.0856,12.399000000000001,6.337000000000001,1
1538,0.83695,2.1507,15.311,5.3951,1.2014,2.1899,11.075,5.4813,1
1777,0.50757,2.3035,33.725,35.334,0.51105,2.5215,36.889,38.821,1
1778,0.50593,2.3087,33.718,35.344,0.46446000000000004,2.5344,35.326,38.575,1
1779,0.50572,2.3175,33.803000000000004,35.412,0.43054,2.616,35.646,37.268,1
1782,0.5030399999999999,2.326,34.099000000000004,35.593,0.42501000000000005,2.6121,37.431,35.164,1
1783,0.5051399999999999,2.3283,34.249,35.639,0.47442,2.6475,38.696999999999996,35.155,1
1791,0.5068199999999999,2.3482,35.34,36.214,0.42635,2.4756,44.309,33.586,1
1794,0.50357,2.345,35.578,36.251,0.39758000000000004,2.2816,41.964,29.228,1
1795,0.50005,2.3403,35.569,36.3,0.38163,2.0434,38.61,29.933000000000003,1
1798,0.49641,2.3337,35.905,36.666,0.36533000000000004,1.9036,35.585,36.178000000000004,1
1805,0.49472,2.3302,36.371,36.683,0.5230199999999999,2.4407,40.919000000000004,35.912,1
1807,0.4952,2.3280000000000003,36.358000000000004,36.56,0.4758,2.27,37.704,31.967,1
1809,0.4974,2.3322,36.539,36.644,0.5153399999999999,2.1405,38.741,31.44,1
1810,0.4962,2.331,36.622,36.741,0.5322899999999999,2.2353,38.582,32.535,1
1813,0.4872,2.3368,36.963,36.819,0.50671,2.5946,39.855,36.732,1
1817,0.48336999999999997,2.3474,37.053000000000004,36.446,0.42138000000000003,2.4827,38.213,30.355999999999998,1
1819,0.48181,2.3658,37.37,36.291,0.36799,2.6278,41.035,27.71,1
1820,0.48246999999999995,2.363,37.387,36.117,0.3915,2.4404,40.592,27.087,1
1826,0.47863,2.3177,36.914,35.285,0.46236000000000005,1.4897,25.22,17.535999999999998,1
1828,0.47928999999999994,2.3082,36.474000000000004,34.891,0.46787,1.515,20.713,14.022,1
1831,0.48067,2.2863,35.917,34.333,0.5384,1.3687,12.335999999999999,8.504,1
1833,0.48267,2.2687,35.437,33.865,0.5455,1.2868,10.338,6.9768,1
1834,0.4809,2.2582,35.209,33.591,0.51998,1.2168,9.9322,6.7032,1
1835,0.47962,2.2474,34.967,33.245,0.51873,1.2095,9.3533,6.489,1
1836,0.47936000000000006,2.2401,34.719,32.922,0.49318,1.2025,8.7665,5.5293,1
1840,0.47953999999999997,2.1904,33.771,31.773000000000003,0.36712,1.1984,8.7411,4.2534,1
1845,0.47783000000000003,2.1529,32.614000000000004,30.487,0.48991,1.4958,7.6343,3.8729,1
1849,0.48303999999999997,2.1204,31.795,29.53,0.64588,1.5789,6.8571,4.0265,1
1852,0.4906,2.0934,31.115,28.555999999999997,0.6713899999999999,1.3062,6.8017,3.27,1
1853,0.49456000000000006,2.0801,30.918000000000003,28.346,0.75756,1.2966,6.8779,3.0429,1
1855,0.49316000000000004,2.0496,30.451999999999998,27.866,0.66038,1.0779,6.9279,2.7606,1
1856,0.49676000000000003,2.0421,30.250999999999998,27.558000000000003,0.6712199999999999,1.0574,7.0083,2.7539999999999996,1
1859,0.52493,2.0296,29.596,26.618000000000002,1.1314,1.5385,6.5162,2.6767,1
1860,0.52966,2.0247,29.393,26.388,1.2572,1.7021,6.2853,2.6258,1
1861,0.53028,2.0159,29.184,26.135,1.3001,1.7934,6.1523,2.6378,1
1862,0.5309,2.0075,29.011999999999997,25.928,1.2434,1.7477,6.1403,2.735,1
1864,0.53328,1.9874,28.614,25.316,0.84301,1.3823,6.3832,2.8177,1
1865,0.53327,1.9797,28.43,25.026,0.6502600000000001,1.2632,6.4887,2.9496,1
1867,0.56226,2.0153,28.072,24.578000000000003,1.0659,2.1348,7.028,3.0372,1
1870,0.57907,2.0124,27.314,23.714000000000002,1.3467,2.5471,6.6925,2.7207,1
1877,0.60518,1.9749,25.396,21.605,0.79262,1.5115,6.9615,2.3577,1
1879,0.60445,1.9544,24.695999999999998,20.802,0.8035800000000001,1.5813,6.6252,2.5545,1
1888,0.67885,1.9706,22.372,17.96,1.4082,2.2096,6.0501,2.439,1
1892,0.6904899999999999,1.9372,21.197,16.769000000000002,0.9176799999999999,1.3962,5.9766,2.3663,1
1893,0.69112,1.9253,20.948,16.42,0.8872899999999999,1.3325,5.8387,2.2629,1
1894,0.6943600000000001,1.9111,20.689,16.105999999999998,0.84893,1.3019,5.9584,2.2035,1
1896,0.69295,1.8892,20.221,15.520999999999999,0.6151300000000001,1.1257,6.4591,2.2671,1
1899,0.69304,1.8515,19.524,14.685,0.46915,1.1289,6.9247,2.2907,1
1900,0.69755,1.8451,19.279,14.414000000000001,0.49099,1.1603,6.9665,2.3482,1
1902,0.71626,1.8394,18.704,13.892000000000001,0.8952,1.6085,6.8301,2.3163,1
1905,0.7653800000000001,1.9080000000000001,17.849,12.982000000000001,2.061,3.6949,7.523,2.3651,1
1907,0.79827,1.9631,17.326,12.392000000000001,2.4239,4.8444,8.3055,2.6272,1
1909,0.79888,1.932,16.718,11.888,2.2207,4.6179,8.2685,2.6898,1
1910,0.80682,1.9267,16.325,11.677,2.2921,4.6045,8.1371,2.7651,1
1911,0.81184,1.9211,16.037,11.455,1.3633,2.7408,7.7791,2.7873,1
1914,0.8165100000000001,1.8995,15.31,10.796,0.77646,1.2551,6.9499,2.5579,1
1915,0.8173600000000001,1.8932,15.136,10.527000000000001,0.75438,1.2615,6.6908,2.48,1
1916,0.81806,1.8838,14.889000000000001,10.22,0.58244,1.0829,6.5269,2.3592,1
1920,0.8219700000000001,1.8517,13.752,8.9058,0.55998,1.1194,6.4411,2.1057,1
1921,0.81909,1.8339,13.407,8.5609,0.5465800000000001,1.1045,6.4645,2.1604,1
1923,0.81588,1.8028,12.895999999999999,8.0049,0.45569,1.05,6.724,2.312,1
1931,0.81037,1.7376,10.795,5.9294,0.42058999999999996,1.2819999999999998,6.9767,2.3164,1
1933,0.8072199999999999,1.7052,10.227,5.4165,0.37193000000000004,1.1673,7.4547,2.4654,1
1939,0.80917,1.6261,8.5787,4.0879,0.43043000000000003,1.0206,7.0789,2.7831,1
1942,0.81165,1.6134,7.9165,3.5936,0.49288999999999994,1.127,6.7832,2.5752,1
1949,0.81412,1.5962,7.1084,2.8962,0.54308,1.2515,7.4548,2.5443,1
1951,0.813,1.5971,7.0366,2.8073,0.51241,1.2965,7.0908,2.5228,1
1952,0.8103600000000001,1.595,7.0017,2.7464,0.48913999999999996,1.2985,6.9032,2.4914,1
1953,0.80712,1.5931,6.9719,2.7282,0.45109,1.2553,6.7358,2.4767,1
1955,0.8054399999999999,1.5915,6.9133,2.6919,0.3449,1.1213,5.9982,2.5836,1
1956,0.80469,1.5893,6.8995,2.6711,0.31758000000000003,1.0661,5.9845,2.5209,1
1958,0.80409,1.5848,6.86,2.6356,0.31616,1.0088,5.8638,2.4439,1
1959,0.80429,1.5818,6.8336,2.6137,0.33182,0.9983,6.1074,2.3213,1
1960,0.80523,1.5806,6.8214,2.5989,0.34313,0.95084,6.4306,2.1785,1
1961,0.8064399999999999,1.5825,6.8121,2.5894,0.38727,1.016,6.6997,2.1869,1
1963,0.86625,1.6828,6.7825,2.5724,1.6106,3.1879,6.6068,2.2133,1
1969,0.91535,1.7471,6.778,2.4823,1.5830000000000002,2.8642,6.7217,2.261,1
1970,0.91217,1.7433,6.7748,2.4731,0.9858399999999999,1.8164,6.8008,2.2558,1
1971,0.91165,1.743,6.7864,2.4716,0.9239299999999999,1.7567,6.7971,2.3173,1
1973,0.9520299999999999,1.7931,6.7607,2.461,1.52,2.3376,6.7146,2.3009,1
1976,0.96716,1.8167,6.8348,2.4545,1.7693,2.5587,8.1376,2.3864,1
1977,0.97372,1.8273,6.8599,2.4505,1.9229,2.7572,8.4894,2.3278,1
1982,0.9434600000000001,1.7945,6.8882,2.4344,0.82209,1.3468,7.2292,2.2315,1
1983,0.94716,1.7959,6.8817,2.4207,0.65178,1.0571,6.5923,2.303,1
1984,0.9464600000000001,1.7929,6.8805,2.4137,0.66196,1.0781,6.6532,2.294,1
1986,0.9309299999999999,1.7425,6.8492,2.3886,0.95906,1.4004,6.2132,2.1731,1
1987,0.9334399999999999,1.7472,6.8423,2.3841,0.9956200000000001,1.5024,6.0531,2.0626,1
1988,0.9301200000000001,1.7437,6.8359,2.3808,1.0173,1.5538,5.7932,2.0562,1
1990,0.9263100000000001,1.7392,6.8055,2.3763,0.9454299999999999,1.5173,5.528,1.9913,1
1992,0.9396200000000001,1.7519999999999998,6.7916,2.3781,0.8965700000000001,1.4626,5.7154,2.1073,1
1993,0.94278,1.7556,6.7934,2.3772,0.8959600000000001,1.4514,5.8249,2.2461,1
1994,0.9346899999999999,1.7449,6.7961,2.3767,0.8702700000000001,1.4596,6.0677,2.2975,1
1999,0.91833,1.7259,6.807,2.3735,0.8536600000000001,1.5833,6.936,2.3851,1
2000,0.91717,1.725,6.7966,2.3744,0.95157,1.6694,6.7321,2.4174,1
2002,0.9214700000000001,1.7305,6.7824,2.3714,1.0139,1.7527,6.3531,2.4111,1
2003,0.9013399999999999,1.7051,6.7848,2.3716,1.0245,1.7303,6.1165,2.31,1
2004,0.88636,1.6851,6.7823,2.3678,0.9444,1.5991,5.882999999999999,2.2558,1
2006,0.8805700000000001,1.6792,6.797000000000001,2.3687,0.67003,1.2867,6.0597,2.3244,1
2008,0.87671,1.6801,6.8146,2.3724,0.6632,1.2796,6.3139,2.3842,1
2010,0.8771700000000001,1.6865,6.8329,2.3748,0.73234,1.4263,6.9973,2.5069,1
2013,0.87459,1.6859,6.8778,2.3813,0.66581,1.3437,7.5644,2.4076,1
2014,0.87702,1.6891,6.8703,2.3807,0.6214,1.3069,7.584,2.4341,1
625,0.4033,0.8221299999999999,8.2097,2.946,0.31598000000000004,0.71545,7.9442,2.8705,1
628,0.39895,0.8212200000000001,8.1966,2.9256,0.30613,0.78459,7.7299,2.585,1
629,0.39813000000000004,0.82231,8.184,2.9198,0.32037,0.82865,7.7935,2.4821,1
631,0.39834,0.82355,8.2017,2.9142,0.36277,0.8709,8.1106,2.4742,1
633,0.39458000000000004,0.8187800000000001,8.2051,2.9072,0.34675,0.81896,8.1026,2.5454,1
634,0.39327,0.81784,8.2076,2.8996,0.34302,0.8163,8.2697,2.5215,1
637,0.39361999999999997,0.8178,8.2394,2.89,0.36256,0.77374,8.2547,2.4975,1
639,0.39324000000000003,0.81728,8.2644,2.8825,0.43273,0.8391700000000001,8.9036,2.4304,1
651,0.37742,0.7996300000000001,8.2685,2.8581,0.3402,0.69418,8.4005,2.739,1
652,0.37632,0.79876,8.2726,2.8555,0.33438,0.68303,8.195,2.693,1
653,0.37621,0.79774,8.2705,2.8524,0.32229,0.66528,8.0223,2.6773,1
656,0.37593000000000004,0.79777,8.2794,2.8394,0.29396,0.66235,8.1121,2.5515,1
658,0.3741,0.79691,8.2646,2.8238,0.28654,0.6854600000000001,8.2222,2.4741,1
659,0.37395,0.79682,8.2293,2.8125,0.29281999999999997,0.69587,8.2431,2.4522,1
663,0.37356999999999996,0.7979999999999999,8.2235,2.7887,0.35307,0.74546,8.3011,2.4891,1
664,0.3735,0.79848,8.2052,2.7863,0.36403,0.76994,8.3246,2.5144,1
666,0.37292,0.79866,8.227,2.7946,0.29601,0.71201,8.8208,2.6524,1
669,0.37073,0.7985300000000001,8.2459,2.7828,0.26399,0.7429600000000001,8.7738,2.6878,1
671,0.37281,0.8034600000000001,8.2567,2.7746,0.32156999999999997,0.8455299999999999,8.8364,2.6218,1
673,0.37204,0.8016300000000001,8.2828,2.7668,0.37834,0.8790100000000001,8.9469,2.5810000000000004,1
675,0.36984,0.80177,8.3153,2.7525,0.38416,0.8982899999999999,9.1502,2.5503,1
677,0.366,0.7964100000000001,8.326,2.7427,0.31851999999999997,0.78258,9.2942,2.5796,1
680,0.36425,0.7962100000000001,8.3307,2.7437,0.3042,0.75342,8.5422,2.6381,1
681,0.36506,0.79752,8.3464,2.7418,0.31243000000000004,0.73038,8.5492,2.6972,1
682,0.36601999999999996,0.79898,8.3456,2.7388,0.34047,0.7558600000000001,8.3105,2.7429,1
683,0.36593000000000003,0.7994100000000001,8.3448,2.7352,0.35795,0.77169,8.2786,2.7622,1
686,0.36436999999999997,0.79657,8.3289,2.7391,0.35153,0.75059,8.1439,2.9135,1
693,0.35761,0.7834800000000001,8.3849,2.7172,0.35591,0.76986,8.9657,2.7499,1
694,0.35696,0.78046,8.4053,2.7176,0.35993,0.77299,9.4993,2.8005,1
732,0.45568000000000003,0.9822799999999999,8.3999,2.5977,0.51717,1.0908,8.8672,2.6842,1
733,0.45598,0.9823700000000001,8.4082,2.5989,0.51683,1.0847,8.847000000000001,2.6704,1
734,0.4553,0.9807,8.4216,2.6013,0.48557,1.0429,8.5617,2.6446,1
737,0.45748,0.98362,8.4512,2.6083,0.48591999999999996,0.9858399999999999,8.6003,2.8986,1
739,0.462,0.99425,8.4823,2.6281,0.5112399999999999,1.064,8.7662,3.2004,1
740,0.46153,0.9976700000000001,8.5058,2.6411,0.5108199999999999,1.1216,9.0298,3.4397,1
741,0.46156,0.9990399999999999,8.5732,2.6914,0.49256000000000005,1.1215,10.372,4.426,1
749,0.5248,1.2156,11.684000000000001,3.569,1.4747,4.8857,60.893,16.244,1
750,0.52677,1.2324,12.113,3.7106,1.4665,5.0142,61.135,15.77,1
752,0.53815,1.3098,13.525,4.1207,1.4092,5.1506,64.876,17.257,1
753,0.5592199999999999,1.3549,14.277000000000001,4.3634,1.4082,4.5731,69.744,20.329,1
757,0.57489,1.4736,17.121,5.5924,1.2884,5.0128,95.316,36.463,1
761,0.57863,1.499,18.333,5.9676,0.58743,2.5194,54.472,21.413,1
763,0.58015,1.5030000000000001,18.788,6.0838,0.52672,1.4563,42.468999999999994,12.648,1
768,0.58394,1.5153,19.155,6.2301,0.40965,1.0105,19.171,6.6608,1
769,0.58491,1.517,19.176,6.2306,0.42572,0.98608,16.595,5.5801,1
770,0.58638,1.5191,19.186,6.2283,0.44924,0.96541,14.558,4.5138,1
771,0.5869800000000001,1.5205,19.189,6.2289,0.44547,0.92025,12.193,3.4422,1
772,0.588,1.5213,19.202,6.2337,0.4358,0.84141,10.725999999999999,2.9121,1
774,0.58816,1.524,19.214000000000002,6.2332,0.39263000000000003,0.83116,9.1273,2.7657,1
776,0.58937,1.5251,19.223,6.2313,0.35428000000000004,0.78445,8.8563,2.6111,1
777,0.59105,1.527,19.227999999999998,6.2323,0.37448000000000004,0.8202200000000001,8.966000000000001,2.5458,1
782,0.59219,1.5357,19.474,6.3388,0.40854,0.9708200000000001,13.252,4.5858,1
783,0.59295,1.5369,19.534000000000002,6.372000000000001,0.39146,0.94599,14.454,5.3064,1
786,0.59675,1.5429,19.636,6.4044,0.38223,0.9093899999999999,15.18,5.6707,1
790,0.59835,1.5390000000000001,19.633,6.4082,0.38845999999999997,0.8185899999999999,9.6518,2.9047,1
793,0.59596,1.538,19.647000000000002,6.4032,0.33426999999999996,0.77227,9.1065,2.5457,1
795,0.59624,1.5399,19.653,6.4016,0.33578,0.8792700000000001,9.5921,2.4275,1
797,0.5977,1.5449,19.653,6.3969,0.32554,0.9298299999999999,9.6778,2.3693,1
798,0.59746,1.5482,19.662,6.3947,0.32292,1.0013,9.585,2.4058,1
1446,0.71007,1.5119999999999998,9.0526,2.7177,0.9037700000000001,1.5659999999999998,9.3813,2.4257,1
1447,0.71285,1.514,9.0519,2.7151,0.7912600000000001,1.3358,9.0031,2.6071,1
1455,0.76575,1.5864,8.9951,2.6982,1.2387,2.199,6.6384,2.4397,1
1457,0.8493700000000001,1.6911,8.9879,2.6851,2.7512,4.0712,6.9427,2.3114,1
1459,0.88165,1.7206,8.9837,2.6823,3.0496,4.0647,7.3471,2.1441,1
1462,0.9224100000000001,1.7873,8.9916,2.6779,3.0268,4.3351,6.8614,2.1309,1
1464,0.92666,1.7924,8.9939,2.6689999999999996,1.5668,2.693,6.8075,2.3168,1
1465,0.9299799999999999,1.7962,8.9935,2.6643,1.5294,2.6926,6.6528,2.2455,1
1471,0.9396399999999999,1.8014,8.9768,2.6594,0.59927,1.0685,5.9862,2.4251,1
1474,0.9636600000000001,1.8332,9.2099,2.7269,1.1034,1.7401,10.614,4.0,1
1481,1.0018,2.1354,12.517999999999999,3.6949,1.2915,6.7986,68.544,20.351,1
1482,1.0043,2.1812,13.027999999999999,3.8628,1.3798,7.1284,71.814,20.596999999999998,1
1485,1.0403,2.3348,15.251,4.37,1.3574,6.1615,80.215,21.135,1
1487,1.0428,2.3961,17.230999999999998,4.9076,1.4135,6.4763,102.01,27.316,1
1488,1.0417,2.4691,18.625,5.3417,1.3223,7.0275,120.05,32.632,1
1489,1.0378,2.5632,19.756,5.83,0.9673200000000001,7.452999999999999,128.7,39.176,1
1490,1.0362,2.6515,20.726,6.3369,0.7316199999999999,8.2781,132.38,46.318000000000005,1
1497,0.99675,2.6873,24.480999999999998,7.5318,0.87639,2.9019999999999997,61.915,17.564,1
1498,0.98283,2.6669,24.482,7.5292,0.8519,2.2249,40.03,11.818,1
1502,0.9830399999999999,2.6567,24.493000000000002,7.5023,0.75944,1.2643,8.7677,2.3181,1
1505,0.9624,2.6148,24.476999999999997,7.4844,0.70431,1.1593,9.6337,2.2181,1
1506,0.9637399999999999,2.6143,24.451,7.4811,0.68693,1.1232,9.4893,2.3594,1
1513,0.9681299999999999,2.6087,24.486,7.4545,0.65595,1.1186,7.5649,2.2083,1
1514,0.96996,2.6077,24.491999999999997,7.4482,0.64246,1.0496,7.4257,2.0996,1
1515,0.9736899999999999,2.6095,24.494,7.4393,0.63893,1.0168,7.1802,2.0407,1
1517,0.97462,2.6015,24.189,7.4323,0.63473,0.988,7.2726,1.9629,1
1518,0.97151,2.5924,23.92,7.4321,0.63273,1.0165,7.3085,2.0057,1
1520,0.9653299999999999,2.5852,23.889,7.4316,0.64145,1.1393,7.1026,2.0963,1
1522,0.95709,2.5796,23.879,7.426,0.5030100000000001,1.0778,6.8246,2.1917,1
1525,0.95972,2.5844,23.894000000000002,7.4242,0.5086,1.0937,6.7401,2.3217,1
1527,0.96764,2.5982,23.875,7.4238,0.64426,1.2581,7.011,2.532,1
1528,0.96805,2.5975,23.866999999999997,7.4233,0.6612,1.2726,7.165,2.5998,1
1529,0.9656899999999999,2.5951,23.881999999999998,7.4248,0.66433,1.2991,7.4626,2.523,1
1530,0.96283,2.591,23.91,7.4243,0.67604,1.2983,7.8211,2.5141,1
1533,0.9628700000000001,2.595,23.980999999999998,7.4276,0.5152800000000001,1.1303,8.8053,2.6214,1
1541,0.9605899999999999,2.5860000000000003,24.070999999999998,7.3713,0.72688,1.2775,8.0871,1.9307,1
1543,0.97024,2.6039,24.118000000000002,7.3703,0.8901399999999999,1.6499,8.8346,2.0738,1
1545,0.9671,2.5952,24.124000000000002,7.3544,0.81325,1.5858,8.3638,2.0079,1
1547,0.9660299999999999,2.5915,24.121,7.3448,0.70643,1.2669,7.55,2.0868,1
1548,0.9663799999999999,2.5909,24.114,7.3355,0.55586,0.9623799999999999,6.905,2.0376,1
1551,0.99469,2.6193,24.096999999999998,7.3042,1.1229,1.7295,6.3279,1.9702,1
1554,0.9971,2.612,24.121,7.2927,1.0437,1.6391,6.7998,1.953,1
1558,0.9912700000000001,2.5084,23.068,7.2448,0.5001899999999999,0.82155,6.8101,1.7641,1
1560,0.99097,2.4859999999999998,22.886,7.2234,0.51151,0.87905,7.3077,1.7937,1
1564,0.97835,2.4757,22.968000000000004,7.2271,0.54389,1.2893,10.847000000000001,2.1539,1
1566,0.9818399999999999,2.4761,22.964000000000002,7.2113,0.70854,1.3904,11.025,2.0783,1
1567,0.9879100000000001,2.4849,22.963,7.2062,0.89636,1.5736,11.107000000000001,2.0446,1
1569,0.9877600000000001,2.485,22.98,7.2013,1.2188,1.7653,8.7744,2.0618,1
1576,1.0125,2.5185,23.249000000000002,7.181,1.9192,3.1321,12.126,2.0646,1
1578,0.96695,2.4622,23.3,7.1896,2.1772,3.2318,9.4999,2.1908,1
1579,0.93891,2.4330000000000003,23.299,7.1929,2.0973,3.0516,8.632,2.1317,1
1580,0.9339299999999999,2.4268,23.275,7.1869,2.0935,3.0424,8.1845,2.0693,1
1581,0.9254,2.4096,23.263,7.1832,1.9948,2.9029,7.9873,2.1092,1
1585,0.8880299999999999,2.3477,23.252,7.1673,0.5408,0.9736600000000001,5.8643,1.8008,1
