"assignment_name","assignment_url","starter_code_url","github_username","roster_identifier","student_repository_name","student_repository_url","submission_timestamp","points_awarded","points_available"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","apanesa8","apanesa8","lab-4-apanesa8","https://github.com/ShaimaaAliECE/lab-4-apanesa8","2023-02-10 18:54:11 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","jaden-hong","jhong324","lab-4-jaden-hong","https://github.com/ShaimaaAliECE/lab-4-jaden-hong","2023-02-10 04:24:33 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","MHebbert","mhebbert","lab-4-MHebbert","https://github.com/ShaimaaAliECE/lab-4-MHebbert","2023-02-07 22:52:22 UTC","0","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","ax-ribeiro","aribeir4","lab-4-ax-ribeiro","https://github.com/ShaimaaAliECE/lab-4-ax-ribeiro","2023-02-09 04:29:14 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","BingChi11ing","bguo48","lab-4-BingChi11ing","https://github.com/ShaimaaAliECE/lab-4-BingChi11ing","2023-02-08 18:54:42 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","JoshuaGivans-uwo","jgivans","lab-4-JoshuaGivans-uwo","https://github.com/ShaimaaAliECE/lab-4-JoshuaGivans-uwo","2023-02-10 04:06:27 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","neilkirchberger","nkirchb","lab-4-neilkirchberger","https://github.com/ShaimaaAliECE/lab-4-neilkirchberger","2023-02-08 18:46:04 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","clarkedenomy","cdenomy","lab-4-clarkedenomy","https://github.com/ShaimaaAliECE/lab-4-clarkedenomy","2023-02-09 15:38:33 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","jminevic","jminevic","lab-4-jminevic","https://github.com/ShaimaaAliECE/lab-4-jminevic","2023-02-11 03:13:49 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","amitc32","amitc32","lab-4-amitc32","https://github.com/ShaimaaAliECE/lab-4-amitc32","2023-02-08 22:15:46 UTC","0","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","Sam-G128","sghebrek","lab-4-Sam-G128","https://github.com/ShaimaaAliECE/lab-4-Sam-G128","2023-02-08 22:20:15 UTC","0","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","hkorbleUWO","hkorble","lab-4-hkorbleUWO","https://github.com/ShaimaaAliECE/lab-4-hkorbleUWO","2023-02-10 22:32:36 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","dperezde1","dperezde","lab-4-dperezde1","https://github.com/ShaimaaAliECE/lab-4-dperezde1","2023-02-09 15:01:52 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","Shayla18Diep","sdiep","lab-4-Shayla18Diep","https://github.com/ShaimaaAliECE/lab-4-Shayla18Diep","2023-02-10 18:50:55 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","spate738","spate738","lab-4-spate738","https://github.com/ShaimaaAliECE/lab-4-spate738","2023-02-09 14:44:28 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","KhenneryAgne","kagne","lab-4-KhenneryAgne","https://github.com/ShaimaaAliECE/lab-4-KhenneryAgne","2023-02-10 19:54:16 UTC","10","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","JohnKaniukSchool","jkaniuk","lab-4-JohnKaniukSchool","https://github.com/ShaimaaAliECE/lab-4-JohnKaniukSchool","2023-02-10 18:13:48 UTC","0","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","devpateluwo","dpate487","lab-4-devpateluwo","https://github.com/ShaimaaAliECE/lab-4-devpateluwo","2023-02-10 18:44:12 UTC","0","10"
"Lab 4","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab-4","https://api.github.com/repos/ShaimaaAliECE/SE2251_Lab4","sohrabiann","asohrab6","lab-4-sohrabiann","https://github.com/ShaimaaAliECE/lab-4-sohrabiann","2023-02-10 21:54:12 UTC","0","10"
