"assignment_name","assignment_url","starter_code_url","github_username","roster_identifier","student_repository_name","student_repository_url","submission_timestamp","points_awarded","points_available"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","apanesa8","apanesa8","lab3-apanesa8","https://github.com/ShaimaaAliECE/lab3-apanesa8","2023-02-02 19:22:03 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","amitc32","amitc32","lab3-amitc32","https://github.com/ShaimaaAliECE/lab3-amitc32","2023-02-04 05:13:52 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","msuthe43","msuthe43","lab3-msuthe43","https://github.com/ShaimaaAliECE/lab3-msuthe43","2023-02-01 17:47:03 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","t-jones89","tjones89","lab3-t-jones89","https://github.com/ShaimaaAliECE/lab3-t-jones89","2023-02-02 22:58:02 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","jaden-hong","jhong324","lab3-jaden-hong","https://github.com/ShaimaaAliECE/lab3-jaden-hong","2023-02-01 21:00:39 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","malakalhanafi02","malhanaf","lab3-malakalhanafi02","https://github.com/ShaimaaAliECE/lab3-malakalhanafi02","2023-02-03 15:13:19 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","mnoorchenar","Mohamed_TA","lab3-mnoorchenar","https://github.com/ShaimaaAliECE/lab3-mnoorchenar","2023-02-01 15:35:56 UTC","0","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","ThunderFlame2230","atriguer","lab3-ThunderFlame2230","https://github.com/ShaimaaAliECE/lab3-ThunderFlame2230","2023-02-02 23:42:57 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","ldoan8","ldoan8","lab3-ldoan8","https://github.com/ShaimaaAliECE/lab3-ldoan8","2023-02-01 15:36:01 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","BingChi11ing","bguo48","lab3-BingChi11ing","https://github.com/ShaimaaAliECE/lab3-BingChi11ing","2023-02-01 15:35:56 UTC","0","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","sohrabiann","asohrab6","lab3-sohrabiann","https://github.com/ShaimaaAliECE/lab3-sohrabiann","2023-02-01 15:36:02 UTC","0","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","EvanPark8","epark225","lab3-EvanPark8","https://github.com/ShaimaaAliECE/lab3-EvanPark8","2023-02-01 15:36:05 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","ax-ribeiro","aribeir4","lab3-ax-ribeiro","https://github.com/ShaimaaAliECE/lab3-ax-ribeiro","2023-02-04 01:17:13 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","msylves6","msylves6","lab3-msylves6","https://github.com/ShaimaaAliECE/lab3-msylves6","2023-02-02 17:38:38 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","JoshuaGivans-uwo","jgivans","lab3-JoshuaGivans-uwo","https://github.com/ShaimaaAliECE/lab3-JoshuaGivans-uwo","2023-02-01 15:36:01 UTC","0","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","eeshasharmaa","esharm2","lab3-eeshasharmaa","https://github.com/ShaimaaAliECE/lab3-eeshasharmaa","2023-02-02 16:12:56 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","duncanwaugh","dwaugh5","lab3-duncanwaugh","https://github.com/ShaimaaAliECE/lab3-duncanwaugh","2023-02-01 23:19:31 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","BigKeaner","jkeane7","lab3-BigKeaner","https://github.com/ShaimaaAliECE/lab3-BigKeaner","2023-02-02 20:01:23 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","clarkedenomy","cdenomy","lab3-clarkedenomy","https://github.com/ShaimaaAliECE/lab3-clarkedenomy","2023-02-04 01:24:45 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","edco2","eco2","lab3-edco2","https://github.com/ShaimaaAliECE/lab3-edco2","2023-02-02 18:39:45 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","MHebbert","mhebbert","lab3-MHebbert","https://github.com/ShaimaaAliECE/lab3-MHebbert","2023-02-04 04:55:04 UTC","0","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","hkorbleUWO","hkorble","lab3-hkorbleUWO","https://github.com/ShaimaaAliECE/lab3-hkorbleUWO","2023-02-01 22:10:30 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","obhatt3","obhatt3","lab3-obhatt3","https://github.com/ShaimaaAliECE/lab3-obhatt3","2023-02-04 04:06:02 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","dndabiha","dndabiha","lab3-dndabiha","https://github.com/ShaimaaAliECE/lab3-dndabiha","2023-02-03 18:06:01 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","jminevic","jminevic","lab3-jminevic","https://github.com/ShaimaaAliECE/lab3-jminevic","2023-02-04 04:08:49 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","neilkirchberger","nkirchb","lab3-neilkirchberger","https://github.com/ShaimaaAliECE/lab3-neilkirchberger","2023-02-02 04:27:21 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","jszyman3","jszyman3","lab3-jszyman3","https://github.com/ShaimaaAliECE/lab3-jszyman3","2023-02-03 16:02:59 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","JohnKaniukSchool","jkaniuk","lab3-JohnKaniukSchool","https://github.com/ShaimaaAliECE/lab3-JohnKaniukSchool","2023-02-06 22:51:18 UTC","0","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","spate738","spate738","lab3-spate738","https://github.com/ShaimaaAliECE/lab3-spate738","2023-02-03 01:12:39 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","Shayla18Diep","sdiep","lab3-Shayla18Diep","https://github.com/ShaimaaAliECE/lab3-Shayla18Diep","2023-02-03 05:00:54 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","dperezde1","dperezde","lab3-dperezde1","https://github.com/ShaimaaAliECE/lab3-dperezde1","2023-02-02 21:47:34 UTC","10","10"
"Lab3","https://classroom.github.com/classrooms/91145624-se2251-winter2023/assignments/lab3","https://api.github.com/repos/ShaimaaAliECE/Python_Lab3","KhenneryAgne","kagne","lab3-KhenneryAgne","https://github.com/ShaimaaAliECE/lab3-KhenneryAgne","2023-02-04 02:23:08 UTC","10","10"
